入国時年齢,性別,職種関係,職種,所在地(実習先)(都道府県),学校所属,組合,失踪の有無
22.0,女,その他,介護,東京都,KP日本語学校,オアシス福祉人材協同組合,0
26.0,女,その他,介護,鹿児島県,KP日本語学校,オアシス福祉人材協同組合,0
24.0,女,その他,介護,鹿児島県,KP日本語学校,オアシス福祉人材協同組合,0
25.0,女,その他,介護,鹿児島県,KP日本語学校,オアシス福祉人材協同組合,0
24.0,女,その他,介護,鹿児島県,KP日本語学校,オアシス福祉人材協同組合,0
23.0,女,その他,介護,鹿児島県,KP日本語学校,オアシス福祉人材協同組合,0
19.0,女,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
20.0,女,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
18.0,男,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
24.0,男,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
19.0,女,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
24.0,女,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
22.0,女,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
20.0,女,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
19.0,女,農業・林業関係,耕種農業,青森県,ヤンゴン学校,三陸アシスト協同組合,0
20.0,男,建設関係,建設機械施工,北海道,パティン学校,ウエストワード協同組合,0
20.0,男,建設関係,建設機械施工,北海道,パティン学校,ウエストワード協同組合,0
19.0,男,建設関係,建設機械施工,北海道,パティン学校,ウエストワード協同組合,0
21.0,男,建設関係,建設機械施工,宮城県,パティン学校,ウエストワード協同組合,0
19.0,男,建設関係,建設機械施工,宮城県,パティン学校,ウエストワード協同組合,0
22.0,男,建設関係,建設機械施工,宮城県,パティン学校,ウエストワード協同組合,0
25.0,女,その他,介護,千葉県,KP日本語学校,日本ケアワーカー協同組合,0
25.0,女,その他,介護,千葉県,KP日本語学校,日本ケアワーカー協同組合,0
25.0,女,その他,介護,千葉県,KP日本語学校,日本ケアワーカー協同組合,0
22.0,男,農業・林業関係,耕種農業,三重県,ヤンゴン学校,三陸アシスト協同組合,0
19.0,女,その他,ビルクリーニング,山形県,バゴー学校,一般社団法人日中科学技術文化センター,0
25.0,女,その他,ビルクリーニング,山形県,バゴー学校,一般社団法人日中科学技術文化センター,0
20.0,女,その他,ビルクリーニング,山形県,バゴー学校,一般社団法人日中科学技術文化センター,0
21.0,女,その他,ビルクリーニング,山形県,バゴー学校,一般社団法人日中科学技術文化センター,0
25.0,女,その他,ビルクリーニング,山形県,バゴー学校,一般社団法人日中科学技術文化センター,0
20.0,女,その他,ビルクリーニング,山形県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
26.0,女,食品製造関係,医療・福祉施設給食製造,山口県,バゴー学校,れいめい事業協同組合,0
23.0,女,食品製造関係,医療・福祉施設給食製造,山口県,バゴー学校,れいめい事業協同組合,0
24.0,女,食品製造関係,医療・福祉施設給食製造,山口県,バゴー学校,れいめい事業協同組合,0
21.0,男,建設関係,左官,新潟県,パティン学校,フォーグッド協同組合,0
24.0,男,建設関係,左官,新潟県,ヤンゴン学校,フォーグッド協同組合,0
23.0,女,移行対象外,物流倉庫管理,茨城県,KP日本語学校,西日本海外業務支援協同組合,0
20.0,女,移行対象外,物流倉庫管理,茨城県,KP日本語学校,西日本海外業務支援協同組合,0
20.0,男,建設関係,防水施工,兵庫県,ネピドー学校,フォーグッド協同組合,0
21.0,女,その他,介護,愛知県,KP日本語学校,れいめい事業協同組合,0
22.0,女,その他,介護,愛知県,KP日本語学校,れいめい事業協同組合,0
26.0,男,建設関係,とび,岡山県,パティン学校,フォーグッド協同組合,0
26.0,男,建設関係,とび,岡山県,パティン学校,フォーグッド協同組合,0
19.0,女,農業・林業関係,耕種農業,大分県,ヤンゴン学校,アジアアグリ協同組合,0
20.0,女,農業・林業関係,耕種農業,大分県,ヤンゴン学校,アジアアグリ協同組合,0
22.0,女,農業・林業関係,耕種農業,大分県,ヤンゴン学校,アジアアグリ協同組合,0
20.0,女,その他,介護,福岡県,KP日本語学校,JOP協同組合,0
20.0,女,その他,介護,福岡県,KP日本語学校,JOP協同組合,0
20.0,男,移行対象外,物流倉庫管理,宮城県,KP日本語学校,西日本海外業務支援協同組合,0
19.0,男,移行対象外,物流倉庫管理,宮城県,KP日本語学校,西日本海外業務支援協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
29.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
27.0,男,建設関係,型枠施工,神奈川県,ヤンゴン学校,健康生活事業協同組合,0
19.0,男,建設関係,型枠施工,神奈川県,パティン学校,健康生活事業協同組合,0
25.0,男,建設関係,建設機械施工,北海道,パティン学校,ウエストワード協同組合,0
28.0,男,建設関係,建設機械施工,北海道,パティン学校,ウエストワード協同組合,0
19.0,男,建設関係,建設機械施工,北海道,パティン学校,ウエストワード協同組合,0
20.0,男,農業・林業関係,畜産農業,鹿児島県,CB日本語学校,れいめい事業協同組合,0
23.0,男,農業・林業関係,畜産農業,鹿児島県,CB日本語学校,れいめい事業協同組合,0
20.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
21.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
24.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
22.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
22.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
24.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
20.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
22.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
19.0,女,食品製造関係,そう菜製造業,埼玉県,DT日本語学校,アジアイノベーション協同組合,0
27.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
22.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
20.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
23.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
23.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
25.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
28.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
25.0,男,食品製造関係,そう菜製造業,埼玉県,KP日本語学校,アジアイノベーション協同組合,0
23.0,男,食品製造関係,そう菜製造業,埼玉県,KP日本語学校,アジアイノベーション協同組合,0
26.0,男,食品製造関係,そう菜製造業,埼玉県,KP日本語学校,アジアイノベーション協同組合,0
20.0,男,食品製造関係,そう菜製造業,埼玉県,KP日本語学校,アジアイノベーション協同組合,0
19.0,男,食品製造関係,そう菜製造業,埼玉県,KP日本語学校,アジアイノベーション協同組合,0
22.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
25.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
22.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
22.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
23.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
22.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
25.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
24.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
21.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
21.0,女,繊維・衣服関係,座席シート縫製,島根県,ヤンゴン学校,西日本海外業務支援協同組合,0
20.0,男,建設関係,建築大工,宮城県,パティン学校,アシスト国際事業協同組合,0
19.0,男,建設関係,建築大工,山口県,パティン学校,アシスト国際事業協同組合,0
26.0,男,その他,塗装,茨城県,パティン学校,健康生活事業協同組合,0
21.0,男,その他,塗装,茨城県,パティン学校,健康生活事業協同組合,0
26.0,男,その他,塗装,茨城県,ヤンゴン学校,健康生活事業協同組合,0
26.0,男,その他,塗装,茨城県,ヤンゴン学校,健康生活事業協同組合,0
25.0,女,移行対象外,洗濯業,福岡県,KP日本語学校,九州産業振興協同組合,0
25.0,女,移行対象外,洗濯業,福岡県,KP日本語学校,九州産業振興協同組合,0
26.0,女,その他,介護,広島県,KP日本語学校,西日本海外業務支援協同組合,0
21.0,女,その他,介護,広島県,KP日本語学校,西日本海外業務支援協同組合,0
23.0,女,その他,介護,広島県,KP日本語学校,西日本海外業務支援協同組合,0
25.0,男,建設関係,建築板金,大阪府,ヤンゴン学校,フォーグッド協同組合,0
22.0,男,建設関係,建築板金,大阪府,パティン学校,フォーグッド協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,岩手県,ヤンゴン学校,協同組合大船渡水産加工,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,岩手県,ヤンゴン学校,協同組合大船渡水産加工,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,岩手県,ヤンゴン学校,協同組合大船渡水産加工,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,岩手県,ヤンゴン学校,協同組合大船渡水産加工,0
19.0,男,建設関係,建設機械施工,兵庫県,パティン学校,フォーグッド協同組合,0
18.0,男,建設関係,建設機械施工,兵庫県,パティン学校,フォーグッド協同組合,0
23.0,女,食品製造関係,そう菜製造業,埼玉県,バゴー学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,埼玉県,バゴー学校,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,埼玉県,バゴー学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,埼玉県,バゴー学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,埼玉県,バゴー学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,埼玉県,バゴー学校,JOP協同組合,0
20.0,男,食品製造関係,そう菜製造業,兵庫県,ヤンゴン学校,JOP協同組合,0
19.0,男,食品製造関係,そう菜製造業,兵庫県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,そう菜製造業,兵庫県,バゴー学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,兵庫県,バゴー学校,JOP協同組合,0
28.0,女,食品製造関係,そう菜製造業,北海道,バゴー学校,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,北海道,バゴー学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,北海道,バゴー学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,北海道,バゴー学校,JOP協同組合,0
